부산진을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2605/Sgg2260502/Hb100101007/gicho/100101007.JPG,김정길,金正吉,남,1945/05/28,66세,부산 부산진구 개금동,정당인,부산대학교 문리과대학 생물학과 졸업,"(전) 행정자치부 장관,(전) 2010년 부산시장 범야권단일후보(5당)"
부산진을,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2605/Sgg2260502/Hb100101782/gicho/100101782.jpg,차재원,車載元,남,1963/12/25,48세,부산 부산진구 가야2동,정치인,부산대 정치외교학과 학사,"(전) 국제신문 서울정치팀장,(전) 정의화국회부의장 비서실장"
부산진을,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2605/Sgg2260502/Hb100100485/gicho/100100485.jpg,김종윤,金鍾潤,남,1954/10/16,57세,부산 부산진구 가야동,기업인,인제대학교 경영통상학과 2학년 재학,"(전) (주)부산도시가스 1,2대 노동조합위원장,(현) (주)원일S&amp;P 회장"
동래구,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2606/Sgg2260601/Hb100102216/gicho/100102216.JPG,이진복,李珍福,남,1957/10/18,54세,부산 동래구 안락1동,국회의원,동아대학교 정책과학대학원 졸업(지방자치행정전공),"(현)새누리당 부산시 동래구 18대 국회의원,(전)부산시 동래구 민선3기 구청장"
동래구,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2606/Sgg2260601/Hb100100382/gicho/100100382.jpeg,노재철,盧在哲,남,1961/01/18,51세,부산 동래구 삼어로,교수,동아대학교 법학박사,"(전)사학연금관리공단 상임감사,(현)호서대학교 교수"
동래구,진보신당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2606/Sgg2260601/Hb100100392/gicho/100100392.jpg,박재완,朴宰完,남,1966/03/13,46세,부산 동래구 명륜동,회사원,경성대학교 경영학박사학위취득,"(현)경성대학교 외래교수,(현)우리아비바 노조위원장"
동래구,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2606/Sgg2260601/Hb100101624/gicho/100101624.jpg,최찬기,崔贊起,남,1952/01/02,60세,부산 동래구 충렬대로,(주)아마란스 대표이사,부산대학교 경영대학원 경영학석사 졸업,"(전)부산 동래구청장 역임,(전)부산 YMCA 이사장 역임"
동래구,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2606/Sgg2260601/Hb100100396/gicho/100100396.jpg,김칠두,金七頭,남,1950/08/07,61세,부산 동래구 수안동,주성 엔지니어링 사외이사,미국 보스턴 대학교 경영대학원(MBA) 경영학 석사(1985.9.~1987.5.),"(전)산업자원부 차관,(전)한국산업단지공단 이사장"
남구갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260701/Hb100102231/gicho/100102231.jpg,김정훈,金正薰,남,1957/11/03,54세,부산 남구 대연동,국회의원,한양대학교 법과대학 법학과 졸업,"(전) 한나라당 부산시당 위원장,(현) 새누리당 정책위원회 부의장"
남구갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260701/Hb100101612/gicho/100101612.jpg,이정환,李正煥,남,1954/02/24,58세,부산 남구 황령대로,정당인,성균관대학교 경제학박사과정 수료,"(전) 한국증권선물거래소 이사장,(전) 국무총리실 정책상황실장"
남구갑,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260701/Hb100100778/gicho/100100778.jpg,김병원,金炳元,남,1946/10/17,65세,부산 남구 황령대로,경성대학교 법정대학 행정학과 명예교수,경북대학교 대학원 행정학과 졸업(행정학 박사),(전) 경성대 법정대학 학장 및 직선총장 당선
남구갑,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260701/Hb100100629/gicho/100100629.jpg,장재완,張宰完,남,1967/10/21,44세,부산 남구 유엔로137번길,기업인,동아대학교 대학원 경제학과 졸업(경제학 박사),"(현) 한국청년기업협회 회장,(현) 박근혜지지모임 회장"
남구을,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260702/Hb100102517/gicho/100102517.jpg,서용교,徐瑢敎,남,1968/01/21,44세,부산 남구 분포로,정당인,서울대학교 국사학과 졸업,"(전) 새누리당 수석부대변인,(전) 제17대 대선 경선후보 박근혜 캠프 특보"
남구을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260702/Hb100100583/gicho/100100583.jpg,박재호,朴在昊,남,1959/02/13,53세,부산 남구 분포로,정당인,부산외국어대학교 서양어대학 불어과졸업,"(전) 노무현대통령비서실 정무비서관,(전) 국민체육진흥공단 이사장 역임"
남구을,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260702/Hb100102931/gicho/100102931.jpg,윤한울,尹한울,남,1981/10/27,30세,부산 남구 용호1동,학원강사,연세대학교 정치외교학과 졸업,"(전) 연세대학교 총학생회장,(전) 대한민국 해군 학사장교"
남구을,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260702/Hb100101131/gicho/100101131.jpg,이영근,李英根,남,1939/12/18,72세,부산 남구 용호2동,세무사,경성대학교 대학원 행정학과 (행정학박사),"(전) 민선초대, 2대 부산 남구청장,(전) 부산지방세무사회장(3선)"
남구을,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260702/Hb100100417/gicho/100100417.jpg,유정기,劉正基,남,1964/07/08,47세,부산 남구 용호동,케이티에스대표,동아대학교 사회복지학과 재학중,"(현)남구 용호동 종합사회복지관후원회 이사,(현)5대 거품빼기 범국민운동본부 부산공동대표"
남구을,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2607/Sgg2260702/Hb100100481/gicho/100100481.jpg,성성경,成性慶,남,1958/11/02,53세,부산 남구 용호동,우성자동차정비(주) 대표,동아대학교 토목공학과 졸업,"(전) 부산광역시 시의원,(현) 남구체육회 이사"
북구강서갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2608/Sgg2260801/Hb100101768/gicho/100101768.jpg,박민식,朴敏植,남,1965/11/20,46세,부산 북구 만덕대로155번길,국회의원,서울대학교 외교학과 졸업,"(전) 서울중앙지검 특수1부 수석검사,(현) 제18대 새누리당 국회의원"
북구강서갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2608/Sgg2260801/Hb100100115/gicho/100100115.jpg,전재수,田載秀,남,1971/04/20,40세,부산 북구 만덕1로42번길,정당인,동국대학교 대학원 정치학과(석사) 졸업,"(전) 2006년 북구청장 후보 및 2008년 국회의원 후보,(전) 노무현대통령 청와대 제2부속실장"
북구강서을,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2613/Sgg2261301/Hb100100028/gicho/100100028.jpg,김도읍,金度邑,남,1964/07/06,47세,부산 북구 화명신도시로,변호사,동아대학교 법학과 졸업,"(전) 부산지방검찰청 외사부장검사,(현) 변호사"
북구강서을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2613/Sgg2261301/Hb100101105/gicho/100101105.jpg,문성근,文盛瑾,남,1953/05/28,58세,부산 북구 금곡대로,정당인,서강대학교 무역학과 졸업,"(전) SBS '그것이 알고 싶다' 진행자,(현) 민주통합당 최고위원"
북구강서을,자유선진당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2613/Sgg2261301/Hb100102120/gicho/100102120.JPG,조영환,趙榮煥,남,1958/07/02,53세,경북 울진군 기성면 사동항길,시민운동가,버클리연합신학대학원(GTU) 철학박사(Ph.D) 과정수료(1996.9~2001.10),(전) 올인코리아 대표
북구강서을,국민생각,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2613/Sgg2261301/Hb100102467/gicho/100102467.jpg,김선곤,金善坤,남,1958/08/12,53세,경남 김해시 대동면 대동로,자영업,콘티넨탈대학교 경영대학원 경영학 석사(2000. 1. ~ 2001. 10.),"(전) 제17대 국회의원선거 북구.강서구을 후보,(전) 제5회 강서구청장선거 후보"
북구강서을,국민행복당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2613/Sgg2261301/Hb100101928/gicho/100101928.JPG,김재흥,金載興,남,1959/03/17,53세,서울 강서구 개화동로13길,정당인,동경대학교 농예생명과학부 응용생명화학전공(박사)(1993.4~1996.3),"(전)(재)바이오21센터 책임연구원,(전)건국대학교 겸임교수"
해운대구기장군갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2609/Sgg2260901/Hb100102358/gicho/100102358.jpg,서병수,徐秉洙,남,1952/01/09,60세,부산 해운대구 우2동,국회의원,북일리노이 주립대학교 대학원 졸업(학위명: 경제학 박사) 수학기간 : 84.9~ 87.12,"(전)해운대구구청장,(현)해운대구·기장군갑 국회의원"
해운대구기장군갑,통합진보당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2609/Sgg2260901/Hb100100469/gicho/100100469.jpg,고창권,高昌權,남,1965/06/13,46세,부산 해운대구 신반송로,의사,인제의과대학 졸업,"(전)해운대구의회 4,5대 의원,(현)통합진보당 부산시당 공동위원장"
해운대구기장군갑,정통민주당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2609/Sgg2260901/Hb100100577/gicho/100100577.jpg,송관종,宋灌鐘,남,1963/10/29,48세,부산 해운대구 신반송로,(사)한국재정분석연구원 이사장,경성대학교 대학원 경제학 박사,(전)민주당 해운대구기장군갑지역위원장
해운대구기장군을,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2610/Sgg2261001/Hb100102503/gicho/100102503.JPG,하태경,河泰慶,남,1968/06/19,43세,부산 기장군 기장읍 차성로344번길,(사)열린북한 대표,서울대학교 물리학과 졸업,"(전)SK텔레콤 수석연구원,(현)민주평통 상임위원"
해운대구기장군을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2610/Sgg2261001/Hb100102382/gicho/100102382.jpg,유창열,柳昌烈,남,1960/05/17,51세,부산 해운대구 대천로103번길 ,부산YMCA부이사장,동아대학교 동북아 국제대학원 박사과정 수료,"(현)재단법인 그린닥터스 부이사장,(현)부산@혁신과통합 공동대표"
해운대구기장군을,녹색당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2610/Sgg2261001/Hb100102060/gicho/100102060.JPG,구자상,具滋相,남,1958/09/07,53세,부산 해운대구 달맞이길117번라길,환경운동가,부산대학교 대학원NGO학 협동과정 박사수료,"(전) 부산환경운동연합상근대표,(전) 에너지시민연대공동대표"
해운대구기장군을,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2610/Sgg2261001/Hb100102604/gicho/100102604.JPG,김동주,金東周,남,1944/05/20,67세,부산 기장군 기장읍 연화1길,정치인,한국방송통신대학교 행정학과 졸업,"(전)제12,13,15대 국회의원,(전)새누리당 중앙당 상임고문"
해운대구기장군을,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2610/Sgg2261001/Hb100101147/gicho/100101147.jpg,최현돌,崔鉉乭,남,1949/07/31,62세,부산 기장군 일광면 문중길,부경대학교 겸임교수,부경대학교 대학원 박사과정 수료(행정학과),"(전)민선2,3,4대 부산광역시 기장군수,(현)부산광역시 씨름협회 회장"
사하갑,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2611/Sgg2261101/Hb100102361/gicho/100102361.jpg,문대성,文大成,남,1976/09/03,35세,부산 사하구 하신번영로,동아대학교 교수,국민대학교 대학원 이학 박사,"(현) 동아대학교 교수,(현) I.O.C 위원"
사하갑,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2611/Sgg2261101/Hb100100221/gicho/100100221.jpg,최인호,崔仁昊,남,1966/10/15,45세,부산 사하구 하단동,정당인,부산대학교 대학원 정치외교학과 박사과정 수료,"(전) 청와대 국내언론비서관,(현) 민주통합당 부산광역시당 위원장"
사하갑,청년당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2611/Sgg2261101/Hb100100226/gicho/100100226.jpg,박주찬,朴珠燦,남,1984/09/29,27세,부산 사하구 하단동,대학생,동아대학교 산업경영학과 4학년 재학중,"(전) 청년희망플랜 창준위 부산시당 공동위원장,(현) 청년당 부산광역시당 대표자"
사하갑,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2611/Sgg2261101/Hb100101033/gicho/100101033.jpg,엄호성,嚴虎聲,남,1955/10/23,56세,부산 사하구 하신번영로,변호사,서울대학교 행정대학원 석사과정 행정학과 수료,"(전) 부산 사하갑 제16대, 17대 국회의원,(현) 박사모 중앙상임고문"
사하을,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2611/Sgg2261102/Hb100102307/gicho/100102307.jpg,안준태,安準泰,남,1952/09/20,59세,부산 사하구 다대낙조2길,정당인,동아대학교 대학원 행정학 박사,"(전) 부산광역시 행정부시장,(전) 부산교통공사 사장"
사하을,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2611/Sgg2261102/Hb100100225/gicho/100100225.jpg,조경태,趙慶泰,남,1968/01/10,44세,부산 사하구 다대로,국회의원,부산대학교 대학원 토목공학 박사,"(현) 제18대 국회의원,(현) 다대선지하철 추진위원장"
금정구,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2612/Sgg2261201/Hb100102460/gicho/100102460.jpg,김세연,金世淵,남,1972/07/15,39세,부산 금정구 금강로,국회의원,서울대학교 국제경제학과 졸업,"(현)새누리당 비상대책위원,(현)민본21 간사"
금정구,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2612/Sgg2261201/Hb100101721/gicho/100101721.jpg,장향숙,張香淑,여,1961/02/03,51세,부산 금정구 수림로,정당인,무학력,"(전)17대 국회의원,(전) 국가인권위원회 상임위원"
연제구,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2614/Sgg2261401/Hb100100091/gicho/100100091.jpg,김희정,金姬廷,여,1971/04/13,40세,부산 연제구 과정로343번길,정당인,연세대학교 대학원 정치학과 박사과정 수료,"(전) 제17대 국회의원,(전) 청와대 대변인"
연제구,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2614/Sgg2261401/Hb100101090/gicho/100101090.jpg,김인회,金仁會,남,1964/05/20,47세,부산 연제구 온천천남로,인하대학교 법학전문대학원 조교수,서울대학교 대학원 법학과 박사과정 수료,"(전) 민주사회를 위한 변호사모임 수석사무차장,(전) 청와대 시민사회비서관"
연제구,국민생각,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2614/Sgg2261401/Hb100100484/gicho/100100484.jpg,윤대혁,尹大赫,남,1956/03/25,56세,부산 연제구 중앙대로1124번길,교수,동아대학교 대학원 경영학 박사,"(전) 동아대학교 교수,(현) 국민생각 부산광역시당 대표"
연제구,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2614/Sgg2261401/Hb100100103/gicho/100100103.jpg,최제완,崔齊完,남,1971/10/19,40세,부산 연제구 연산9동,정치인,국민대학교 정치대학원 석사 졸업,"(전) 한나라당 부대변인,(현) 연제지역발전연구소 이사장"
수영구,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2615/Sgg2261501/Hb100101487/gicho/100101487.jpg,유재중,柳在仲,남,1956/03/27,56세,부산 수영구 광안해변로15번길,국회의원,부산대학교 대학원 법학박사,"(전)수영구청장,(현)제18대국회의원 "
수영구,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2615/Sgg2261501/Hb100102412/gicho/100102412.JPG,허진호,許眞豪,남,1945/03/09,67세,부산 수영구 연수로386번길,변호사,서울대학교 법과대학 졸업,"(전)대한법률구조공단 이사장,(전)부산지방변호사회 회장 "
수영구,국민생각,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2615/Sgg2261501/Hb100101490/gicho/100101490.jpg,선다윗,宣다윗,남,1963/11/04,48세,부산 수영구 광안1동,정당인,미기재,"(전)참여연대권력감시간사,(현)사법피해예방공동대표"
수영구,무소속,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2615/Sgg2261501/Hb100100406/gicho/100100406.JPG,박형준,朴亨埈,남,1960/01/19,52세,부산 수영구 민락동,동아대학교 사회학 교수,고려대학교 대학원 사회학과 졸업(문학박사),"(전)17대 수영구 국회의원,(전)대통령실 정무수석"
사상구,새누리당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2616/Sgg2261601/Hb100101398/gicho/100101398.jpg,손수조,孫受祚,여,1985/04/08,27세,부산 사상구 운산로,정당인,이화여자대학교 국어국문학과 졸업,"(전)주례여자고등학교 학생회장,(전)PRGATE(언론홍보회사) 재직"
사상구,민주통합당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2616/Sgg2261601/Hb100100909/gicho/100100909.jpg,문재인,文在寅,남,1953/01/24,59세,부산 사상구 엄궁북로,법무법인부산 대표변호사,경희대학교 법률학과 졸업,"(전) 청와대 비서실장,(현) 사람사는세상 노무현재단이사장"
사상구,국민생각,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2616/Sgg2261601/Hb100102935/gicho/100102935.JPG,나경수,羅敬洙,남,1951/12/27,60세,부산 북구 화명신도시로,부동산컨설팅,마산상업고등학교 졸업,"(전)동울산세무서 조사계장,(현)주택거래활성화 상담사"
사상구,정통민주당,http://info.nec.go.kr/photo_20120411/Sd2600/Gsg2616/Sgg2261601/Hb100102923/gicho/100102923.jpg,손현경,孫鉉暻,남,1963/02/26,49세,부산 사상구 사상로181번길 ,경성대학교 외래교수,부산대학교 법학박사,"(현)경성대학교 외래교수,(현)정통민주당 부대변인"
